1,3,177,1,3,177,1,3,177,2,1,59
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,177,1,3,177,1,3,177,1,3,177
1,3,206,1,3,177,1,3,177,1,3,177
1,3,206,1,3,206,1,3,177,1,3,177
1,3,206,1,3,206,1,3,206,1,3,177
1,3,206,1,3,206,1,3,206,1,3,206
1,3,206,1,3,206,1,3,206,1,3,206
1,3,206,1,3,206,1,3,206,1,3,206
1,3,206,1,3,206,1,3,206,1,3,206
1,3,205,1,3,206,1,3,206,1,3,206
1,3,205,1,3,205,1,3,206,1,3,206
1,3,205,1,3,205,1,3,205,1,3,206
1,3,205,1,3,205,1,3,205,1,3,205
1,3,205,1,3,205,1,3,205,1,3,205
1,3,195,1,3,205,1,3,205,1,3,205
1,3,195,1,3,195,1,3,205,1,3,205
1,3,195,1,3,195,1,3,195,1,3,205
1,3,195,1,3,195,1,3,195,1,3,195
1,3,195,1,3,195,1,3,195,1,3,195
1,3,195,1,3,195,1,3,195,1,3,195
1,3,195,1,3,195,1,3,195,1,3,195
1,3,184,1,3,195,1,3,195,1,3,195
1,3,184,1,3,184,1,3,195,1,3,195
1,3,184,1,3,184,1,3,184,1,3,195
1,2,184,1,3,184,1,3,184,1,3,184
1,2,184,1,2,184,1,3,184,1,3,184
1,2,184,1,2,184,1,2,184,1,3,184
1,2,184,1,2,184,1,2,184,1,2,184
1,2,184,1,2,184,1,2,184,1,2,184
1,2,184,1,2,184,1,2,184,1,2,184
1,2,184,1,2,184,1,2,184,1,2,184
1,2,184,1,2,184,1,2,184,1,2,184
1,2,181,1,2,184,1,2,184,1,2,184
1,2,181,1,2,181,1,2,184,1,2,184
1,2,181,1,2,181,1,2,181,1,2,184
1,2,181,1,2,181,1,2,181,1,2,181
1,2,181,1,2,181,1,2,181,1,2,181
4,2,181,1,2,181,1,2,181,1,2,181
8,2,175,4,2,181,1,2,181,1,2,181
8,2,175,8,2,175,4,2,181,1,2,181
8,2,175,8,2,175,8,2,175,4,2,181
8,2,175,8,2,175,8,2,175,8,2,175
8,2,175,8,2,175,8,2,175,8,2,175
8,3,175,8,2,175,8,2,175,8,2,175
8,3,178,8,3,175,8,2,175,8,2,175
8,3,178,8,3,178,8,3,175,8,2,175
8,3,178,8,3,178,8,3,178,8,3,175
8,3,178,8,3,178,8,3,178,8,3,178
8,3,178,8,3,178,8,3,178,8,3,178
5,3,178,8,3,178,8,3,178,8,3,178
2,4,186,5,3,178,8,3,178,8,3,178
2,4,186,2,4,186,5,3,178,8,3,178
2,4,186,2,4,186,2,4,186,5,3,178
2,5,186,2,4,186,2,4,186,2,4,186
2,5,186,2,5,186,2,4,186,2,4,186
2,5,186,2,5,186,2,5,186,2,4,186
2,5,205,2,5,186,2,5,186,2,5,186
2,5,205,2,5,205,2,5,186,2,5,186
2,6,205,2,5,205,2,5,205,2,5,186
2,6,205,2,6,205,2,5,205,2,5,205
2,7,205,2,6,205,2,6,205,2,5,205
2,7,205,2,7,205,2,6,205,2,6,205
2,7,205,2,7,205,2,7,205,2,6,205
2,7,229,2,7,205,2,7,205,2,7,205
2,8,229,2,7,229,2,7,205,2,7,205
2,8,229,2,8,229,2,7,229,2,7,205
2,8,229,2,8,229,2,8,229,2,7,229
2,9,229,2,8,229,2,8,229,2,8,229
2,9,232,2,9,229,2,8,229,2,8,229
2,9,232,2,9,232,2,9,229,2,8,229
2,10,232,2,9,232,2,9,232,2,9,229
2,10,232,2,10,232,2,9,232,2,9,232
2,10,232,2,10,232,2,10,232,2,9,232
2,10,232,2,10,232,2,10,232,2,10,232
2,11,214,2,10,232,2,10,232,2,10,232
2,11,214,2,11,214,2,10,232,2,10,232
2,11,214,2,11,214,2,11,214,2,10,232
2,11,214,2,11,214,2,11,214,2,11,214
2,11,214,2,11,214,2,11,214,2,11,214
2,12,214,2,11,214,2,11,214,2,11,214
2,12,189,2,12,214,2,11,214,2,11,214
2,12,189,2,12,189,2,12,214,2,11,214
5,12,189,2,12,189,2,12,189,2,12,214
5,12,189,5,12,189,2,12,189,2,12,189
2,12,189,5,12,189,5,12,189,2,12,189
2,12,189,2,12,189,5,12,189,5,12,189
2,12,168,2,12,189,2,12,189,5,12,189
2,12,168,2,12,168,2,12,189,2,12,189
2,12,168,2,12,168,2,12,168,2,12,189
2,12,168,2,12,168,2,12,168,2,12,168
2,12,168,2,12,168,2,12,168,2,12,168
2,12,168,2,12,168,2,12,168,2,12,168
2,12,168,2,12,168,2,12,168,2,12,168
2,11,154,2,12,168,2,12,168,2,12,168
2,11,154,2,11,154,2,12,168,2,12,168
2,11,154,2,11,154,2,11,154,2,12,168
2,10,154,2,11,154,2,11,154,2,11,154
2,10,154,2,10,154,2,11,154,2,11,154
2,10,146,2,10,154,2,10,154,2,11,154
2,10,146,2,10,146,2,10,154,2,10,154
2,9,146,2,10,146,2,10,146,2,10,154
2,10,146,2,9,146,2,10,146,2,10,146
2,10,146,2,10,146,2,9,146,2,10,146
2,9,146,2,10,146,2,10,146,2,9,146
2,9,153,2,9,146,2,10,146,2,10,146
2,9,153,2,9,153,2,9,146,2,10,146
2,9,153,2,9,153,2,9,153,2,9,146
2,9,153,2,9,153,2,9,153,2,9,153
2,9,153,2,9,153,2,9,153,2,9,153
2,9,153,2,9,153,2,9,153,2,9,153
2,9,141,2,9,153,2,9,153,2,9,153
2,8,141,2,9,141,2,9,153,2,9,153
2,9,141,2,8,141,2,9,141,2,9,153
2,9,141,2,9,141,2,8,141,2,9,141
2,8,141,2,9,141,2,9,141,2,8,141
2,8,141,2,8,141,2,9,141,2,9,141
2,8,141,2,8,141,2,8,141,2,9,141
2,8,133,2,8,141,2,8,141,2,8,141
2,8,133,2,8,133,2,8,141,2,8,141
2,8,133,2,8,133,2,8,133,2,8,141
2,8,133,2,8,133,2,8,133,2,8,133
2,8,133,2,8,133,2,8,133,2,8,133
2,8,128,2,8,133,2,8,133,2,8,133
2,8,128,2,8,128,2,8,133,2,8,133
2,8,128,2,8,128,2,8,128,2,8,133
2,8,128,2,8,128,2,8,128,2,8,128
2,8,128,2,8,128,2,8,128,2,8,128
2,8,128,2,8,128,2,8,128,2,8,128
2,8,126,2,8,128,2,8,128,2,8,128
2,8,126,2,8,126,2,8,128,2,8,128
2,8,126,2,8,126,2,8,126,2,8,128
2,8,126,2,8,126,2,8,126,2,8,126
2,8,126,2,8,126,2,8,126,2,8,126
2,8,126,2,8,126,2,8,126,2,8,126
2,8,131,2,8,126,2,8,126,2,8,126
2,8,131,2,8,131,2,8,131,2,8,131
2,8,131,2,8,131,2,8,131,2,8,131
2,8,140,2,8,131,2,8,131,2,8,131
2,8,140,2,8,140,2,8,131,2,8,131
2,8,140,2,8,140,2,8,140,2,8,131
2,8,140,2,8,140,2,8,140,2,8,140
2,8,140,2,8,140,2,8,140,2,8,140
2,8,140,2,8,140,2,8,140,2,8,140
2,8,163,2,8,140,2,8,140,2,8,140
2,8,163,2,8,163,2,8,140,2,8,140
2,8,163,2,8,163,2,8,163,2,8,140
2,8,163,2,8,163,2,8,163,2,8,163
2,8,163,2,8,163,2,8,163,2,8,163
2,8,163,2,8,163,2,8,163,2,8,163
2,8,173,2,8,163,2,8,163,2,8,163
2,8,173,2,8,173,2,8,163,2,8,163
2,8,173,2,8,173,2,8,173,2,8,163
2,8,173,2,8,173,2,8,173,2,8,173
2,8,173,2,8,173,2,8,173,2,8,173
2,8,173,2,8,173,2,8,173,2,8,173
2,8,179,2,8,173,2,8,173,2,8,173
2,8,179,2,8,179,2,8,173,2,8,173
2,8,179,2,8,179,2,8,179,2,8,173
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,8,179,2,8,179,2,8,179,2,8,179
2,7,179,2,8,179,2,8,179,2,8,179
2,7,179,2,7,179,2,8,179,2,8,179
2,7,179,2,7,179,2,7,179,2,8,179
2,7,174,2,7,179,2,7,179,2,7,179
2,7,174,2,7,174,2,7,179,2,7,179
2,7,174,2,7,174,2,7,174,2,7,179
2,7,174,2,7,174,2,7,174,2,7,174
2,7,174,2,7,174,2,7,174,2,7,174
2,7,170,2,7,174,2,7,174,2,7,174
2,7,170,2,7,170,2,7,174,2,7,174
2,7,170,2,7,170,2,7,170,2,7,174
2,7,170,2,7,170,2,7,170,2,7,170
2,7,170,2,7,170,2,7,170,2,7,170
2,7,170,2,7,170,2,7,170,2,7,170
2,6,166,2,7,170,2,7,170,2,7,170
2,6,166,2,6,166,2,7,170,2,7,170
2,7,166,2,6,166,2,6,166,2,7,170
2,7,166,2,7,166,2,6,166,2,6,166
2,7,166,2,7,166,2,7,166,2,6,166
2,7,166,2,7,166,2,7,166,2,7,166
2,7,160,2,7,166,2,7,166,2,7,166
2,8,160,2,7,160,2,7,166,2,7,166
2,8,160,2,8,160,2,7,160,2,7,166
2,8,160,2,8,160,2,8,160,2,7,160
2,8,160,2,8,160,2,8,160,2,8,160
2,9,160,2,8,160,2,8,160,2,8,160
2,9,160,2,9,160,2,8,160,2,8,160
2,9,160,2,9,160,2,9,160,2,8,160
3,9,160,2,9,160,2,9,160,2,9,160
3,10,160,3,9,160,2,9,160,2,9,160
3,10,160,3,10,160,3,9,160,2,9,160
3,11,160,3,10,160,3,10,160,3,9,160
3,12,161,3,11,160,3,10,160,3,10,160
3,12,161,3,12,161,3,11,160,3,10,160
3,12,161,3,12,161,3,12,161,3,11,160
3,12,161,3,12,161,3,12,161,3,12,161
3,13,161,3,12,161,3,12,161,3,12,161
3,13,161,3,13,161,3,12,161,3,12,161
3,14,167,3,13,161,3,13,161,3,12,161
3,14,167,3,14,167,3,13,161,3,13,161
6,15,167,3,14,167,3,14,167,3,13,161
5,15,167,6,15,167,3,14,167,3,14,167
2,15,167,5,15,167,6,15,167,3,14,167
2,15,167,2,15,167,5,15,167,6,15,167
2,15,156,2,15,167,2,15,167,5,15,167
2,15,156,2,15,156,2,15,167,2,15,167
2,15,156,2,15,156,2,15,156,2,15,167
2,15,156,2,15,156,2,15,156,2,15,156
2,15,156,2,15,156,2,15,156,2,15,156
2,15,156,2,15,156,2,15,156,2,15,156
2,15,142,2,15,156,2,15,156,2,15,156
2,16,142,2,15,142,2,15,156,2,15,156
2,16,142,2,16,142,2,15,142,2,15,156
2,16,142,2,16,142,2,16,142,2,15,142
2,16,142,2,16,142,2,16,142,2,16,142
2,16,142,2,16,142,2,16,142,2,16,142
2,16,142,2,16,142,2,16,142,2,16,142
2,16,114,2,16,142,2,16,142,2,16,142
5,16,114,2,16,114,2,16,142,2,16,142
5,16,114,5,16,114,2,16,114,2,16,142
2,17,114,5,16,114,5,16,114,2,16,114
2,17,114,2,17,114,5,16,114,5,16,114
2,17,103,2,17,114,2,17,114,5,16,114
2,17,103,2,17,103,2,17,114,2,17,114
2,17,103,2,17,103,2,17,103,2,17,114
2,17,103,2,17,103,2,17,103,2,17,103
2,17,103,2,17,103,2,17,103,2,17,103
2,17,103,2,17,103,2,17,103,2,17,103
2,16,91,2,17,103,2,17,103,2,17,103
2,16,91,2,16,91,2,17,103,2,17,103
2,15,91,2,16,91,2,16,91,2,17,103
2,15,91,2,15,91,2,16,91,2,16,91
2,15,91,2,15,91,2,15,91,2,16,91
2,14,91,2,15,91,2,15,91,2,15,91
2,14,85,2,14,91,2,15,91,2,15,91
2,13,85,2,14,85,2,14,91,2,15,91
5,14,85,2,13,85,2,14,85,2,14,91
5,14,85,5,14,85,2,13,85,2,14,85
2,13,85,5,14,85,5,14,85,2,13,85
2,13,85,2,13,85,5,14,85,5,14,85
2,13,86,2,13,85,2,13,85,5,14,85
2,13,86,2,13,86,2,13,85,2,13,85
2,13,86,2,13,86,2,13,86,2,13,85
2,13,86,2,13,86,2,13,86,2,13,86
2,13,86,2,13,86,2,13,86,2,13,86
2,13,86,2,13,86,2,13,86,2,13,86
2,13,100,2,13,86,2,13,86,2,13,86
2,12,100,2,13,100,2,13,86,2,13,86
2,13,100,2,12,100,2,13,100,2,13,86
2,12,100,2,13,100,2,12,100,2,13,100
2,12,100,2,12,100,2,13,100,2,12,100
2,12,100,2,12,100,2,12,100,2,13,100
2,11,118,2,12,100,2,12,100,2,12,100
2,11,118,2,11,118,2,12,100,2,12,100
2,12,118,2,11,118,2,11,118,2,12,100
2,11,118,2,12,118,2,11,118,2,11,118
2,11,118,2,11,118,2,12,118,2,11,118
2,11,118,2,11,118,2,11,118,2,12,118
2,11,131,2,11,118,2,11,118,2,11,118
3,11,131,2,11,131,2,11,118,2,11,118
4,11,131,3,11,131,2,11,131,2,11,118
4,11,131,4,11,131,3,11,131,2,11,131
4,11,131,4,11,131,4,11,131,3,11,131
4,11,131,4,11,131,4,11,131,4,11,131
4,10,146,4,11,131,4,11,131,4,11,131
4,10,146,4,10,146,4,11,131,4,11,131
4,10,146,4,10,146,4,10,146,4,11,131
4,10,146,4,10,146,4,10,146,4,10,146
4,10,146,4,10,146,4,10,146,4,10,146
4,10,146,4,10,146,4,10,146,4,10,146
4,10,151,4,10,146,4,10,146,4,10,146
4,10,151,4,10,151,4,10,151,4,10,151
4,10,151,4,10,151,4,10,151,4,10,151
4,10,147,4,10,151,4,10,151,4,10,151
4,10,147,4,10,147,4,10,151,4,10,151
4,10,147,4,10,147,4,10,147,4,10,151
4,10,147,4,10,147,4,10,147,4,10,147
4,10,147,4,10,147,4,10,147,4,10,147
4,10,147,4,10,147,4,10,147,4,10,147
4,10,161,4,10,147,4,10,147,4,10,147
4,10,161,4,10,161,4,10,147,4,10,147
4,10,161,4,10,161,4,10,161,4,10,147
4,10,161,4,10,161,4,10,161,4,10,161
4,10,161,4,10,161,4,10,161,4,10,161
4,10,161,4,10,161,4,10,161,4,10,161
4,10,155,4,10,161,4,10,161,4,10,161
4,10,155,4,10,155,4,10,161,4,10,161
4,10,155,4,10,155,4,10,155,4,10,161
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,155,4,10,155,4,10,155,4,10,155
4,10,148,4,10,155,4,10,155,4,10,155
4,10,148,4,10,148,4,10,155,4,10,155
4,10,148,4,10,148,4,10,148,4,10,155
4,10,148,4,10,148,4,10,148,4,10,148
4,10,148,4,10,148,4,10,148,4,10,148
4,9,145,4,10,148,4,10,148,4,10,148
4,9,145,4,9,145,4,10,148,4,10,148
4,9,145,4,9,145,4,9,145,4,10,148
4,9,145,4,9,145,4,9,145,4,9,145
4,9,145,4,9,145,4,9,145,4,9,145
4,9,145,4,9,145,4,9,145,4,9,145
4,9,145,4,9,145,4,9,145,4,9,145
3,9,142,4,9,145,4,9,145,4,9,145
2,9,142,3,9,142,4,9,145,4,9,145
2,9,142,2,9,142,3,9,142,4,9,145
2,9,142,2,9,142,2,9,142,3,9,142
2,9,142,2,9,142,2,9,142,2,9,142
2,9,142,2,9,142,2,9,142,2,9,142
2,9,139,2,9,142,2,9,142,2,9,142
2,9,139,2,9,139,2,9,142,2,9,142
2,9,139,2,9,139,2,9,139,2,9,142
2,9,139,2,9,139,2,9,139,2,9,139
2,9,139,2,9,139,2,9,139,2,9,139
2,9,140,2,9,139,2,9,139,2,9,139
2,10,140,2,9,140,2,9,139,2,9,139
